nom,artistes,année,popularité,durée_ms,tonalité,mode,signature_temps,acoustique,dansabilité,énergie,instrumentalité,vivacité,loudness,parlant,valence,tempo,album
In The Yuma (feat. Aatig),"Chris Lake, Aatig",2022,69,156216,1,0,4,0.000394,0.846,0.891,0.803,0.124,-4.902,0.0652,0.94,126.029,In The Yuma (feat. Aatig)
See Wat I’m Sayin,"Moneybagg Yo, CMG The Label",2022,63,146732,1,1,4,0.0324,0.936,0.497,0,0.111,-7.185,0.41,0.364,138.016,See Wat I’m Sayin
PRINCE OF DARKNESS,"SHADXWBXRN, ARCHEZ, KXNVRA",2022,73,123871,8,1,4,0.153,0.685,0.93,0.841,0.168,-4.65,0.0398,0.487,124.011,PRINCE OF DARKNESS
DESPECHÁ RMX,"ROSALÍA, Cardi B",2022,74,170828,9,0,4,0.235,0.954,0.582,1.26e-06,0.0572,-5.744,0.0727,0.884,130.008,DESPECHÁ RMX
Relaxing Brown Noise 256 Hz Smooth Q,Jane Color,2022,66,179470,8,1,4,0.815,0.165,0.266,0.901,0.0992,-38.151,0.135,0.0267,76.211,Relaxing Brown Noise 256 Hz
BABY OTAKU,"Pablito Pesadilla, Polimá Westcoast, Nickoog Clk, Fran C",2022,77,176471,9,1,4,0.0492,0.835,0.747,0,0.055,-4.65,0.083,0.432,102.003,BABY OTAKU
Ciudad Peligrosa,"Edgardo Nuñez, Junior H",2022,70,226000,7,0,3,0.489,0.765,0.303,0,0.299,-12.367,0.0506,0.596,94.289,Ciudad Peligrosa
Baby Shark,RALAN STYLES,2022,65,156060,1,1,4,0.156,0.843,0.28,1.38e-05,0.134,-9.723,0.336,0.407,160.005,Baby Shark
rockhardt,Carbon,2022,66,158108,7,0,4,1.83e-05,0.458,0.693,0.00154,0.372,-9.316,0.0369,0.137,147.913,rockhardt
Por Clave el 13,Betillo Guerrero,2022,71,190851,7,1,4,0.787,0.786,0.67,1.04e-05,0.0357,-4.086,0.0389,0.973,123.654,Seguimos Irremediables
Miles,SZA,2022,65,69729,7,1,5,0.965,0.64,0.356,0.000214,0.109,-11.563,0.0612,0.574,122.531,Ctrl (Deluxe)
MJ (feat. Quezz Ruthless),"Big Scarr, Quezz Ruthless",2022,62,161427,11,1,4,0.183,0.798,0.458,1.04e-05,0.122,-10.04,0.389,0.539,132.002,Big Grim Reaper: The Return
Break My Heart,Rod Wave,2022,63,169412,1,1,4,0.0166,0.701,0.562,1.2e-05,0.352,-8.915,0.0381,0.354,84.994,Break My Heart
Y Sigues Siendo Tú,"Grupo Marca Registrada, Grupo Arriesgado",2022,71,155819,11,1,4,0.455,0.688,0.525,0,0.119,-6.566,0.0623,0.717,76.398,Haciendo Magia
Just a Man,"Jorge Rivera-Herrans, EPIC Ensemble",2022,65,150000,5,1,5,0.681,0.311,0.449,0,0.145,-7.754,0.0335,0.444,106.783,EPIC: The Troy Saga (Original Concept Album)
Deuce,"41, Kyle Richh, Jenn Carter",2022,63,127883,1,1,4,0.151,0.732,0.636,0,0.101,-6.514,0.321,0.211,136.896,Deuce
Trouble With A Heartbreak,Jason Aldean,2022,62,196027,5,1,4,0.23,0.582,0.797,0,0.132,-4.926,0.0334,0.595,135.973,GEORGIA
Me Tocó Morir,"Fuerza Regida, Alfredo Olivas",2022,72,144640,0,0,3,0.421,0.723,0.617,0,0.109,-3.69,0.0497,0.973,150.075,Sigan Hablando
Back Flippin,Luh Tyler,2022,63,142629,1,1,4,0.00976,0.81,0.379,0,0.112,-6.77,0.27,0.381,87.572,Back Flippin
In My Room,Chance Peña,2022,69,177609,4,1,3,0.521,0.408,0.338,0.000639,0.0732,-13.626,0.0431,0.1,133.943,In My Room
DEMONS IN MY SOUL,"SCXR SOUL, Sx1nxwy",2022,76,120594,2,1,4,0.0249,0.765,0.428,0.92,0.297,-2.789,0.0492,0.422,100.006,DEMONS IN MY SOUL
Crazy What Love Can Do,"David Guetta, Becky Hill, Ella Henderson",2022,78,169756,4,0,4,0.0282,0.601,0.713,0,0.158,-3.758,0.0449,0.464,122.872,Crazy What Love Can Do
Legends,Juice WRLD,2022,66,192036,8,0,4,0.114,0.586,0.82,0,0.134,-4.791,0.072,0.391,142.107,Fighting Demons (Deluxe)
sTraNgeRs,Bring Me The Horizon,2022,70,195748,5,1,3,0.000231,0.346,0.939,0,0.433,-3.061,0.182,0.526,183.147,sTraNgeRs
naked freestyle,Baby Keem,2022,64,108500,2,1,4,0.327,0.748,0.561,0,0.16,-7.095,0.0931,0.111,60.034,The Melodic Blue (Deluxe)
For Tonight,Giveon,2022,68,192257,9,1,4,0.102,0.606,0.513,0,0.156,-8.756,0.0524,0.177,79.9,Give Or Take
bank account (with Lil Uzi Vert),"Baby Keem, Lil Uzi Vert",2022,64,214240,11,0,4,0.011,0.859,0.721,0,0.484,-3.369,0.237,0.689,148.015,The Melodic Blue (Deluxe)
IT'S YOU (feat. keshi),"MAX, keshi",2022,70,173428,2,1,4,0.835,0.697,0.368,0.00016,0.135,-9.708,0.056,0.451,90.011,IT'S YOU (feat. keshi)
Blue Flame,LE SSERAFIM,2022,71,201895,4,0,4,0.0281,0.781,0.725,0,0.0761,-3.571,0.0452,0.765,112.045,FEARLESS
Woke Up in Love,"Kygo, Gryffin, Calum Scott",2022,72,216873,2,1,4,0.225,0.643,0.585,0,0.0927,-5.994,0.0369,0.188,106.015,Woke Up in Love
3AM on Glenwood,21 Savage,2022,65,178329,1,1,4,0.0533,0.475,0.692,6.49e-06,0.18,-8.327,0.398,0.241,181.167,Her Loss
Rumors (feat. Lil Durk),"Gucci Mane, Lil Durk",2022,64,185856,2,1,4,0.0499,0.688,0.842,0,0.241,-4.211,0.264,0.416,159.897,Rumors (feat. Lil Durk)
Mercury,Steve Lacy,2022,65,295413,9,0,3,0.543,0.699,0.75,0.0137,0.333,-6.481,0.0542,0.887,151.035,Gemini Rights
Inner Peace,Sabrina McGregor,2022,67,179222,5,1,3,0.977,0.127,0.00488,0.828,0.115,-35.14,0.0478,0.136,146.626,Inner Peace
HOME,Mike Dimes,2022,64,174915,0,0,4,0.347,0.895,0.467,0,0.214,-5.78,0.378,0.433,118.016,IN DIMES WE TRUST
off the leash! (feat. yvngxchris and Luisss),"tana, yvngxchris, Luisss",2022,65,192115,9,1,4,0.0651,0.658,0.683,0,0.2,-8.219,0.319,0.178,144.001,off the leash!
Sleazy Flow (feat. Lil Baby) - Remix,"SleazyWorld Go, Lil Baby",2022,63,161355,2,1,4,0.18,0.86,0.299,0,0.0759,-12.066,0.412,0.165,77.461,Where The Shooters Be
Arson,j-hope,2022,76,159762,1,1,4,0.00813,0.938,0.798,7.03e-05,0.146,-3.998,0.103,0.265,99.992,Jack In The Box
Vete,Grupo Frontera,2022,68,175471,10,1,4,0.0653,0.644,0.544,0,0.0775,-7.072,0.0371,0.857,142.666,Vete
Doin' This,Luke Combs,2022,64,254173,1,1,4,0.166,0.588,0.55,8.67e-06,0.11,-5.878,0.0269,0.39,115.01,Growin' Up
Waddup (feat. Polo G),"PGF Nuk, Polo G",2022,62,181540,1,1,4,0.187,0.706,0.637,0,0.199,-7.261,0.35,0.289,76.062,Waddup (feat. Polo G)
Mi Momento,Luis R Conriquez,2022,71,162624,5,1,3,0.411,0.713,0.838,2.94e-05,0.0867,-4.538,0.0383,0.909,163.988,"Corridos Bélicos, Vol. 3"
Tripping Over Air,Aidan Bissett,2022,66,182383,11,1,4,0.00185,0.622,0.799,1.08e-06,0.269,-4.811,0.0342,0.6,116.985,Tripping Over Air
Fat Funny Friend,Maddie Zahm,2022,68,199765,0,1,4,0.625,0.498,0.452,0,0.0836,-7.887,0.124,0.265,107.728,Fat Funny Friend
SOLD OUT,HARDY,2022,62,202912,9,1,4,0.00556,0.504,0.893,1.83e-05,0.34,-4.801,0.0488,0.333,145.005,SOLD OUT
Wandered To LA (with Justin Bieber),"Juice WRLD, Justin Bieber",2022,66,188833,0,1,4,0.0518,0.687,0.643,3.31e-06,0.11,-4.763,0.0406,0.418,135.068,Fighting Demons (Deluxe)
W.I.T.C.H.,Devon Cole,2022,67,132133,7,1,4,0.104,0.868,0.66,0,0.0755,-3.834,0.0526,0.963,121.925,W.I.T.C.H.
Never Leave,Bailey Zimmerman,2022,62,207568,9,1,4,0.523,0.503,0.643,1.23e-06,0.0661,-6.586,0.0304,0.345,148.11,Never Leave
Normal,Feid,2022,78,171987,4,0,4,0.0397,0.712,0.557,0,0.27,-4.861,0.115,0.594,170.079,Normal
Prohibidox,Feid,2022,79,166253,1,0,4,0.0451,0.647,0.801,0,0.0628,-2.946,0.249,0.517,180.108,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2022,68,185857,0,1,4,0.038,0.669,0.773,0,0.113,-5.619,0.153,0.377,93.923,Cooped Up
You In A Honky Tonk,Randall King,2022,62,183570,9,1,4,0.121,0.626,0.705,1.67e-05,0.341,-5.911,0.0256,0.62,103.936,Shot Glass
That That (prod. & feat. SUGA of BTS),"PSY, SUGA",2022,75,174647,4,1,4,0.0299,0.905,0.962,0,0.0272,-3.197,0.0856,0.906,129.969,PSY 9th
Half Of Me,"Thomas Rhett, Riley Green",2022,63,183027,7,1,4,0.00683,0.575,0.842,0,0.279,-5.058,0.0348,0.665,111.995,Where We Started
Starved,Zach Bryan,2022,62,282816,2,1,3,0.267,0.332,0.382,0.0268,0.094,-8.963,0.0366,0.113,161.083,Starved
ULTRA SOLO REMIX,"Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto",2022,79,322347,1,1,4,0.0777,0.909,0.824,0.00387,0.0638,-4.627,0.0797,0.585,109.97,ULTRA SOLO REMIX
F.N.F (Let's Go) - Remix,"Hitkidd, GloRilla, Latto, JT",2022,62,247763,1,1,4,0.00733,0.869,0.759,0,0.366,-4.886,0.262,0.499,156.973,F.N.F. (Let's Go) [Remix]
Used (feat. Don Toliver),"SZA, Don Toliver",2022,65,146947,10,0,4,0.363,0.733,0.685,0.000238,0.333,-6.228,0.0533,0.837,150.073,SOS
The Rumbling,SiM,2022,68,220799,5,0,4,5.62e-05,0.459,0.878,0.000307,0.371,-1.399,0.0688,0.494,144.852,The Rumbling
snowfall (Slowed + Reverb),"Øneheart, reidenshi",2022,71,150661,9,1,4,0.932,0.397,0.0521,0.874,0.229,-29.745,0.0313,0.101,77.982,snowfall (Slowed + Reverb)
Qué Agonía,"Yuridia, Ángela Aguilar",2022,77,152923,11,1,4,0.56,0.732,0.573,9.34e-06,0.0543,-5.733,0.0237,0.882,97.502,Pa' Luego Es Tarde
High,The Chainsmokers,2022,69,175163,0,1,4,0.0492,0.601,0.787,0,0.142,-6.178,0.031,0.525,134.981,So Far So Good
A Neutral Place,Logan Docherty,2022,67,169353,0,1,3,0.993,0.135,0.00607,0.892,0.0858,-36.472,0.0393,0.0893,68.103,A Neutral Place
Same God (feat. Jonsal Barrientes),"Elevation Worship, Jonsal Barrientes",2022,63,481803,1,1,4,0.203,0.41,0.462,0,0.372,-10.061,0.0315,0.0917,144.398,LION
Never Sleep (with Lil Baby feat. Travis Scott),"NAV, Lil Baby, Travis Scott",2022,65,185786,1,1,4,0.00913,0.814,0.676,0,0.13,-5.602,0.153,0.51,139.946,Demons Protected By Angels
sun and moon,anees,2022,69,151508,6,0,4,0.457,0.815,0.442,0,0.101,-7.462,0.107,0.706,90.019,sun and moon
Raydar,JID,2022,64,204909,4,0,4,0.0582,0.596,0.59,3.26e-06,0.103,-7.625,0.38,0.453,156.924,The Forever Story (Extended Version)
'68 Fastback,Zach Bryan,2022,62,193127,7,1,3,0.749,0.366,0.276,2.91e-06,0.274,-7.201,0.0312,0.298,162.051,American Heartbreak
2 Sugar (feat. Ayra Starr),"Wizkid, Ayra Starr",2022,70,187907,6,0,4,0.0498,0.914,0.643,0,0.0618,-3.862,0.134,0.764,105.033,"More Love, Less Ego"
Pass The Nirvana,Pierce The Veil,2022,63,197374,2,1,4,0.00098,0.543,0.895,0.000547,0.155,-4.576,0.0881,0.623,143.007,Pass The Nirvana
Back and Forth (feat. EST Gee),"Lil Baby, EST Gee",2022,63,121479,5,0,4,0.00777,0.811,0.463,0,0.0955,-7.029,0.0964,0.258,162.008,It's Only Me
Make You Mine,Giveon,2022,65,200192,5,0,4,0.87,0.551,0.37,0,0.122,-10.194,0.0551,0.241,137.265,Give Or Take
Wonderful Wayne & Jackie Boy,"Babyface Ray, Lil Durk",2022,63,133953,11,1,4,0.0305,0.806,0.715,0,0.391,-5.024,0.291,0.319,172.138,MOB
Éxtasis,"Manuel Turizo, Maria Becerra",2022,76,191607,7,1,4,0.276,0.829,0.747,0,0.339,-3.511,0.149,0.576,98.03,Éxtasis
223's (feat. BabyTron),"midwxst, BabyTron",2022,62,133136,0,1,4,0.00657,0.469,0.703,4.4e-05,0.553,-6.032,0.297,0.311,97.522,BACK IN ACTION 3.0
LA NENA DE ARGENTINA,Maria Becerra,2022,77,151988,5,0,4,0.0984,0.531,0.58,0.000201,0.101,-4.688,0.188,0.887,169.865,LA NENA DE ARGENTINA
Blue,Zach Bryan,2022,62,218680,2,1,4,0.408,0.597,0.469,0.000277,0.135,-6.838,0.0276,0.409,139.422,American Heartbreak
Polaroid Love,ENHYPEN,2022,73,184602,7,0,4,0.458,0.738,0.67,0,0.361,-3.766,0.0439,0.651,138.055,DIMENSION : ANSWER
Mr. Morale,"Kendrick Lamar, Tanna Leone",2022,66,210841,9,1,3,0.283,0.727,0.53,2.76e-05,0.392,-8.616,0.312,0.258,174.025,Mr. Morale & The Big Steppers
Girl Like Me,Dove Cameron,2022,68,148800,5,0,4,0.0248,0.729,0.646,0,0.168,-7.953,0.0686,0.54,125.007,Girl Like Me
Stars Like Confetti,Dustin Lynch,2022,63,194267,10,1,4,0.00714,0.623,0.874,0,0.143,-3.058,0.0329,0.961,109.97,Blue In The Sky
yeaaaa,Rollin Thrax,2022,63,128057,10,0,4,0.00872,0.866,0.557,1.81e-05,0.0871,-7.617,0.399,0.371,135.118,yeaaaa
Heaven Takes You Home (feat. Connie Constance),"Swedish House Mafia, Connie Constance",2022,74,214071,0,0,4,0.0124,0.665,0.738,0.00598,0.0923,-5.931,0.0379,0.0389,125.037,Paradise Again
Stay Alive (Prod. SUGA of BTS),Jung Kook,2022,75,210928,2,0,4,0.299,0.512,0.76,0,0.103,-5.889,0.0682,0.495,130.096,Stay Alive (Prod. SUGA of BTS)
Hold That Heat (feat. Travis Scott),"Southside, Future, Travis Scott",2022,66,221538,2,1,4,0.0295,0.744,0.608,0,0.397,-6.386,0.0442,0.0692,130.045,Hold That Heat (feat. Travis Scott)
Outrunnin' Your Memory,"Luke Combs, Miranda Lambert",2022,65,254747,1,0,4,0.0974,0.601,0.836,0,0.106,-3.42,0.0342,0.338,127.934,Growin' Up
Finally At Ease,Molecular Clouds,2022,66,160000,4,1,4,0.861,0.166,0.00398,0.906,0.112,-34.203,0.0515,0.113,128.278,Finally At Ease
Invincible (feat. Daniel Caesar),"Omar Apollo, Daniel Caesar",2022,65,216160,6,0,4,0.224,0.555,0.474,0.00426,0.162,-11.706,0.0668,0.262,134.89,Ivory
Morena,Tornillo,2022,68,220274,8,0,4,0.38,0.895,0.744,0,0.155,-7.046,0.26,0.924,146.02,Morena
No Deal,Rod Wave,2022,62,187730,10,1,4,0.0478,0.752,0.523,0,0.0622,-8.033,0.355,0.192,81.48,Beautiful Mind
With you,"Jimin, HA SUNG WOON",2022,75,201905,3,1,3,0.639,0.532,0.426,0,0.134,-6.117,0.0288,0.137,149.898,"Our Blues, Pt. 4 (Original Television Soundtrack)"
PLAYA DEL INGLÉS,"Quevedo, Myke Towers",2022,81,237525,7,0,4,0.0822,0.793,0.736,0,0.109,-3.254,0.0469,0.656,112.993,PLAYA DEL INGLÉS
Hard to Love,BLACKPINK,2022,70,162570,5,1,4,0.00616,0.654,0.768,0,0.202,-5.007,0.0431,0.505,104.97,BORN PINK
My Friends (feat. Lil Durk),"Ty Dolla $ign, Mustard, Lil Durk",2022,64,158168,8,1,4,0.0558,0.633,0.478,0,0.202,-8.039,0.044,0.441,169.961,My Friends (feat. Lil Durk)
Can't Stop Won't Stop (feat. Kodak Black),"King Combs, Kodak Black",2022,62,158350,2,1,4,0.177,0.906,0.807,0,0.11,-4.401,0.294,0.813,96.961,Can't Stop Won't Stop (feat. Kodak Black)
Maybe You’re The Problem,Ava Max,2022,71,190319,9,1,4,0.0453,0.53,0.835,0,0.0637,-3.69,0.11,0.471,166.02,Maybe You’re The Problem
Esta Noche,Yahritza Y Su Esencia,2022,65,189750,2,0,3,0.474,0.697,0.755,0,0.115,-4.568,0.0366,0.623,147.964,Obsessed (Deluxe)
Please Do Not Lean (feat. BADBADNOTGOOD),"Daniel Caesar, BADBADNOTGOOD",2022,65,240938,1,1,4,0.241,0.67,0.41,8.55e-06,0.167,-13.444,0.0381,0.46,127.972,Please Do Not Lean
Yungen (feat. Jack Harlow),"Rod Wave, Jack Harlow",2022,62,226115,11,1,4,0.309,0.614,0.744,1.14e-06,0.173,-5.52,0.125,0.589,146.02,Beautiful Mind
Money Conversations,A Boogie Wit da Hoodie,2022,63,191861,4,0,4,0.0473,0.718,0.741,0,0.0563,-5.335,0.29,0.365,174.107,Me vs. Myself
Punk Tactics,Joey Valence & Brae,2022,65,143552,1,0,4,0.0159,0.513,0.974,0,0.0712,-1.113,0.508,0.503,195.767,Punk Tactics
141,Banda MS de Sergio Lizárraga,2022,69,171621,5,0,3,0.128,0.79,0.543,1.76e-06,0.153,-6.952,0.0298,0.794,122.451,141
Mountain Song,Flatland Cavalry,2022,62,249920,11,1,4,0.27,0.551,0.451,0.259,0.117,-10.683,0.03,0.19,91.962,Mountain Song
Massive,Drake,2022,70,336924,4,0,3,0.114,0.499,0.671,0.0169,0.148,-6.774,0.0561,0.0557,124.994,"Honestly, Nevermind"
ay! (feat. Lil Wayne),"Machine Gun Kelly, Lil Wayne",2022,65,124188,2,1,4,0.05,0.742,0.617,5.92e-05,0.0711,-6.689,0.0345,0.491,147.002,mainstream sellout
Gasoline,The Weeknd,2022,67,212166,6,0,4,0.000582,0.728,0.741,0.00206,0.33,-7.075,0.0473,0.31,123.006,Dawn FM
Murder In My Mind - Sped Up,Kordhell,2022,72,115200,2,1,4,0.00364,0.598,0.994,0.0617,0.397,-0.89,0.404,0.151,151.135,Murder In My Mind (Sped Up)
WASTE - Sped Up Version,Kxllswxtch,2022,71,100500,2,0,4,0.836,0.592,0.227,0.00535,0.116,-10.329,0.031,0.178,79.365,WASTE
j's lullaby (darlin' i'd wait for you),Delaney Bailey,2022,65,290132,8,1,4,0.498,0.54,0.11,0.000614,0.0781,-19.885,0.0328,0.172,76.068,j's lullaby (darlin' i'd wait for you)
YOU'RE TOO SLOW!,squirl beats,2022,68,78759,1,1,4,0.000993,0.415,0.707,0.426,0.418,-5.426,0.0399,0.273,170.625,YOU'RE TOO SLOW!
Plan B,Megan Thee Stallion,2022,63,163765,8,1,4,0.0668,0.787,0.522,0,0.108,-5.872,0.463,0.666,170.439,Plan B
Lux Æterna,Metallica,2022,61,205680,11,0,4,1.15e-05,0.386,0.996,0.000836,0.116,-2.96,0.0754,0.188,130.573,Lux Æterna
Take me home,PinkPantheress,2022,65,200653,11,0,4,0.173,0.573,0.66,0.149,0.111,-8.304,0.0609,0.461,172.072,Take me home
Waiting,Bailey Zimmerman,2022,62,217600,6,1,4,0.389,0.514,0.626,3.19e-06,0.0834,-6.507,0.0288,0.3,150.047,Leave The Light On
Drowning - Sped Up Version,"sped up nightcore, A Boogie Wit da Hoodie, Kodak Black",2022,67,174517,8,0,4,0.343,0.759,0.903,0,0.121,-5.287,0.0785,0.878,154.825,Drowning (Sped Up Version)
Emergency Contact,Pierce The Veil,2022,64,240000,3,1,4,0.000469,0.541,0.826,0,0.711,-4.214,0.0361,0.402,113.03,Emergency Contact
MOVE (feat. Grace Jones & Tems),"Beyoncé, Grace Jones, Tems",2022,67,203383,1,1,4,0.0165,0.876,0.628,0.0339,0.0938,-6.595,0.0935,0.809,118.028,RENAISSANCE
Hurt No More,CHASE WRIGHT,2022,62,176781,6,1,4,0.182,0.45,0.855,0,0.135,-3.475,0.0379,0.552,180.0,Hurt No More
Ballin,Mike Sherm,2022,61,125587,1,1,4,0.0256,0.971,0.509,0,0.103,-9.752,0.342,0.426,106.977,Ballin
AMAZING,Rex Orange County,2022,72,209200,8,1,4,0.279,0.719,0.461,0,0.0875,-8.191,0.0454,0.548,123.915,WHO CARES?
Mary On A Cross,Ghost,2022,70,244804,11,1,4,0.000187,0.467,0.9,0.000493,0.105,-4.505,0.0451,0.554,130.027,[MESSAGE FROM THE CLERGY]
Conceited,Flo Milli,2022,63,146855,8,1,4,0.0566,0.984,0.719,9.88e-05,0.517,-5.119,0.0893,0.437,118.015,"You Still Here, Ho ?"
Ojalá,"The Rudeboyz, Maluma, Adam Levine",2022,73,189080,7,1,4,0.325,0.765,0.624,0,0.104,-4.932,0.0929,0.277,92.984,Ojalá
How Do I Say Goodbye,Dean Lewis,2022,74,163603,8,1,4,0.214,0.4,0.641,0,0.0656,-6.303,0.0674,0.393,81.552,The Hardest Love
Fuera del mercado,Danny Ocean,2022,79,159849,8,1,4,0.32,0.453,0.673,0,0.131,-5.649,0.144,0.266,92.06,@dannocean
Players - DJ Smallz 732 - Jersey Club Remix,"Coi Leray, DJ Smallz 732",2022,71,117027,1,1,4,0.101,0.926,0.557,0.0165,0.0817,-8.322,0.103,0.716,136.018,Players
Bájale,Eden Muñoz,2022,72,162833,7,0,3,0.524,0.709,0.686,0,0.158,-7.459,0.0361,0.63,103.452,Consejos Gratis
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2022,64,120000,5,0,4,0.16,0.903,0.537,0,0.129,-6.854,0.283,0.737,115.013,DS4EVER
WHITE HOUSE (feat. Babyface Ray),"LUCKI, Babyface Ray",2022,62,154599,2,1,4,0.00212,0.809,0.501,2.97e-06,0.102,-11.157,0.249,0.152,136.975,FLAWLESS LIKE ME
Feline (with Polo G & Trippie Redd),"Juice WRLD, Polo G, Trippie Redd",2022,64,212204,0,1,5,0.0208,0.575,0.619,0,0.103,-6.663,0.322,0.296,110.109,Fighting Demons (Deluxe)
How Could You,Jessie Murph,2022,67,187813,11,1,3,0.834,0.573,0.17,3.08e-06,0.108,-10.576,0.0555,0.28,146.749,How Could You
Jus bëtter,Yeat,2022,64,188240,10,0,4,0.018,0.708,0.561,0,0.106,-8.453,0.0828,0.106,74.041,2 Alivë
Krank,Yeat,2022,64,175998,10,0,4,0.0126,0.788,0.61,0,0.124,-7.211,0.384,0.363,142.008,Lyfë
Du würdest dich schlecht fühlen,cherilyn Schoemaker,2022,72,32855,4,1,4,0.922,0.113,0.102,0.836,0.139,-33.825,0.0449,0.0533,174.048,Du würdest dich schlecht fühlen
JACK,HARDY,2022,62,168630,7,1,4,0.0295,0.551,0.6,2.94e-06,0.291,-5.501,0.0295,0.493,125.019,JACK
Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",2022,66,182667,5,0,4,0.152,0.526,0.606,2.36e-06,0.194,-5.3,0.259,0.492,116.622,HEROES & VILLAINS (Heroes Version)
Extssy Model,Junior H,2022,75,240654,4,0,3,0.0839,0.675,0.725,0,0.334,-4.766,0.0334,0.469,92.513,Mi Vida En Un Cigarro 2
Junio,Maluma,2022,75,168601,11,0,4,0.0999,0.85,0.756,0,0.0873,-3.439,0.0407,0.896,120.024,Junio
"Sun Down, I'm Up - Sped Up & Pitched",Lil Yawh,2022,66,95971,11,0,4,0.6,0.801,0.358,0.928,0.145,-12.681,0.079,0.228,121.052,"Sun Down, I'm Up (Sped Up & Pitched)"
engravings,Ethan Bortnick,2022,67,180187,5,0,4,0.222,0.647,0.657,0.00231,0.143,-8.101,0.05,0.39,139.038,engravings
Light,Mina Rojas,2022,66,169685,11,1,3,0.976,0.177,0.00876,0.888,0.106,-33.699,0.0409,0.0481,70.331,Light
Cracker Island (feat. Thundercat),"Gorillaz, Thundercat",2022,68,213750,2,0,4,0.00343,0.741,0.913,0.103,0.325,-3.34,0.0465,0.643,120.012,Cracker Island (feat. Thundercat)
Seven,Natalie Jane,2022,66,124373,8,1,4,0.119,0.822,0.255,0,0.128,-9.83,0.349,0.377,136.024,Seven
Speak Up,Is0kenny,2022,63,104960,2,1,4,0.233,0.787,0.412,0.0831,0.117,-11.016,0.391,0.277,154.966,Speak Up
Lethal Weapon,Baby Smoove,2022,61,131616,1,1,4,0.356,0.67,0.326,3.16e-06,0.144,-14.898,0.225,0.204,83.997,Im Still Serious 2
she,Jelly Roll,2022,61,173933,6,1,4,0.0748,0.484,0.699,0,0.101,-5.147,0.0276,0.256,145.974,she
Masterpiece,Motionless In White,2022,64,206648,10,0,4,0.000109,0.324,0.863,0,0.311,-3.716,0.123,0.394,177.985,Scoring The End Of The World
In Jesus Name (God Of Possible),Katy Nichole,2022,62,222039,6,1,4,0.287,0.504,0.706,0,0.0772,-5.093,0.0424,0.146,141.74,In Jesus Name (God Of Possible) [Piano Version]
All Is Well,Hans Williams,2022,63,150968,2,1,4,0.832,0.676,0.33,0,0.133,-6.92,0.0257,0.185,77.523,All Is Well
"Come On, Let's Go (with Nigo)","Tyler, The Creator, Nigo",2022,64,199500,11,1,4,0.136,0.732,0.734,0.000901,0.165,-7.968,0.0974,0.488,145.722,I Know NIGO!
VISTA AL MAR,Quevedo,2022,82,180673,0,0,4,0.803,0.759,0.561,0.121,0.101,-5.643,0.131,0.491,104.915,VISTA AL MAR
make up sex (feat. blackbear),"Machine Gun Kelly, blackbear",2022,66,122570,5,0,4,0.00156,0.665,0.678,0,0.474,-4.122,0.0315,0.682,131.986,mainstream sellout
Tjärnheden,Farsjön,2022,68,100441,11,0,3,0.993,0.435,0.00661,0.939,0.102,-32.108,0.0433,0.203,95.626,Fjäderlätt
IDGAF (with blackbear),"BoyWithUke, blackbear",2022,67,140665,5,1,4,0.426,0.783,0.75,0,0.241,-5.762,0.078,0.88,97.953,IDGAF
